,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,Season,avg_temp
24180,47125,Rice,1993,44886,59,Summer     ,25.42
24181,3238,Banana,1994,19523,59,Whole Year ,26.26
24182,77,Black pepper,1994,19523,59,Whole Year ,26.08
24183,3242,Coconut ,1994,189468,59,Whole Year ,26.26
24184,1218,Dry chillies,1994,189468,59,Whole Year ,26.08
24185,491,Dry ginger,1994,11477,59,Whole Year ,26.26
24186,608,Onion,1994,11477,59,Whole Year ,26.08
24187,4449,Potato,1994,45503,59,Whole Year ,26.26
24188,6950,Sugarcane,1994,45503,59,Whole Year ,26.08
24189,251,Sweet potato,1995,19522,59,Whole Year ,26.33
24190,26,Tapioca,1995,19522,59,Whole Year ,25.64
24191,6,Tobacco,1995,196769,59,Whole Year ,26.33
24192,1720,Turmeric,1995,196769,59,Whole Year ,25.64
24193,121017,Rice,1995,11477,59,Winter     ,26.33
24194,14540,Paddy,1995,11477,59,Autumn     ,25.64
24195,14540,Rice,1995,44720,59,Autumn     ,26.33
24196,530,Arhar/Tur,1995,44720,59,Kharif     ,25.64
24197,23,Castor seed,1996,19583,59,Kharif     ,26.37
24198,29,Cotton(lint),1996,19583,59,Kharif     ,26.28
24199,9860,Jute,1996,196701,59,Kharif     ,26.37
24200,428,Maize,1996,196701,59,Kharif     ,26.28
24201,98,Mesta,1996,11513,59,Kharif     ,26.37
24202,520,Niger seed,1996,11513,59,Kharif     ,26.28
24203,40,Orange,1996,43821,59,Kharif     ,26.37
24204,715,Papaya,1996,43821,59,Kharif     ,26.28
24205,1131,Sesamum,1997,17531,59,Kharif     ,25.88
24206,252,Small millets,1997,17531,59,Kharif     ,25.49
24207,96,Tapioca,1997,173596,59,Kharif     ,25.88
24208,11,Tobacco,1997,173596,59,Kharif     ,25.49
24209,5473,Arecanut,1997,11469,59,Rabi       ,25.88
24210,276,Black pepper,1997,11469,59,Rabi       ,25.49
24211,1644,Dry chillies,1997,44497,59,Rabi       ,25.88
24212,554,Ginger,1997,44497,59,Rabi       ,25.49
24213,99,Gram,1998,20519,59,Rabi       ,26.48
24214,599,Linseed,1998,20519,59,Rabi       ,26.73
24215,1063,Masoor,1998,180428,59,Rabi       ,26.48
24216,989,Moong(Green Gram),1998,180428,59,Rabi       ,26.73
24217,1632,Peas & beans (Pulses),1998,11049,59,Rabi       ,26.48
24218,368,Pineapple,1998,11049,59,Rabi       ,26.73
24219,13010,Rapeseed &Mustard,1998,44999,59,Rabi       ,26.48
24220,434,Sweet potato,1998,44999,59,Rabi       ,26.73
24221,2741,Urad,1999,18723,59,Rabi       ,26.75
24222,3172,Wheat,1999,18723,59,Rabi       ,26.92
24223,41332,Paddy,1999,250876,59,Summer     ,26.75
24224,41332,Rice,1999,250876,59,Summer     ,26.92
24225,2821,Banana,1999,13192,59,Whole Year ,26.75
24226,3323,Coconut ,1999,13192,59,Whole Year ,26.92
24227,702,Onion,1999,42526,59,Whole Year ,26.75
24228,5504,Potato,1999,42526,59,Whole Year ,26.92
24229,6750,Sugarcane,2000,62820,59,Whole Year ,26.62
24230,2028,Turmeric,2000,62820,59,Whole Year ,26.55
24231,136220,Paddy,2000,262035,59,Winter     ,26.62
24232,136220,Rice,2000,262035,59,Winter     ,26.55
24233,12985,Paddy,2000,13384,59,Autumn     ,26.62
24234,12985,Rice,2000,13384,59,Autumn     ,26.55
24235,486,Arhar/Tur,2000,42640,59,Kharif     ,26.62
24236,21,Castor seed,2000,42640,59,Kharif     ,26.55
24237,16,Cotton(lint),2001,40612,59,Kharif     ,26.6
24238,9670,Jute,2001,40612,59,Kharif     ,26.67
24239,453,Maize,2001,240917,59,Kharif     ,26.6
24240,91,Mesta,2001,240917,59,Kharif     ,26.67
24241,515,Niger seed,2001,13971,59,Kharif     ,26.6
24242,42,Orange,2001,13971,59,Kharif     ,26.67
24243,714,Papaya,2001,49081,59,Kharif     ,26.6
24244,1138,Sesamum,2001,49081,59,Kharif     ,26.67
24245,253,Small millets,2002,36432,59,Kharif     ,26.63
24246,93,Tapioca,2002,36432,59,Kharif     ,26.44
24247,8,Tobacco,2002,228648,59,Kharif     ,26.63
24248,4889,Arecanut,2002,228648,59,Rabi       ,26.44
24249,275,Black pepper,2002,14482,59,Rabi       ,26.63
24250,1469,Dry chillies,2002,14482,59,Rabi       ,26.44
24251,486,Ginger,2002,48875,59,Rabi       ,26.63
24252,101,Gram,2002,48875,59,Rabi       ,26.44
24253,471,Linseed,2004,38514,59,Rabi       ,26.53
24254,1288,Masoor,2004,38514,59,Rabi       ,26.2
24255,999,Moong(Green Gram),2004,260589,59,Rabi       ,26.53
24256,1920,Peas & beans (Pulses),2004,260589,59,Rabi       ,26.2
24257,365,Pineapple,2004,21858,59,Rabi       ,26.53
24258,13585,Rapeseed &Mustard,2004,21858,59,Rabi       ,26.2
24259,433,Sweet potato,2004,53066,59,Rabi       ,26.53
24260,2791,Urad,2004,53066,59,Rabi       ,26.2
24261,2840,Wheat,2005,37301,59,Rabi       ,26.47
24262,33914,Rice,2005,37301,59,Summer     ,26.27
24263,2805,Banana,2005,243565,59,Whole Year ,26.47
24264,3156,Coconut ,2005,243565,59,Whole Year ,26.27
24265,731,Onion,2005,19751,59,Whole Year ,26.47
24266,5791,Potato,2005,19751,59,Whole Year ,26.27
24267,6249,Sugarcane,2005,54175,59,Whole Year ,26.47
24268,2014,Turmeric,2005,54175,59,Whole Year ,26.27
24269,131456,Paddy,2006,58203,59,Winter     ,26.42
24270,131456,Rice,2006,58203,59,Winter     ,26.24
24271,12088,Paddy,2006,242031,59,Autumn     ,26.42
24272,12088,Rice,2006,242031,59,Autumn     ,26.24
24273,539,Arhar/Tur,2006,23933,59,Kharif     ,26.42
24274,17,Castor seed,2006,23933,59,Kharif     ,26.24
24275,16,Cotton(lint),2006,56172,59,Kharif     ,26.42
24276,10255,Jute,2006,56172,59,Kharif     ,26.24
24277,529,Maize,2007,56250,59,Kharif     ,26.58
24278,132,Mesta,2007,56250,59,Kharif     ,26.49
24279,494,Niger seed,2007,235025,59,Kharif     ,26.58
24280,40,Orange,2007,235025,59,Kharif     ,26.49
24281,753,Papaya,2007,24271,59,Kharif     ,26.58
24282,1114,Sesamum,2007,24271,59,Kharif     ,26.49
24283,457,Small millets,2007,56844,59,Kharif     ,26.58
24284,93,Tapioca,2007,56844,59,Kharif     ,26.49
24285,6,Tobacco,2008,56427,59,Kharif     ,26.64
24286,5340,Arecanut,2008,56427,59,Rabi       ,26.21
24287,280,Black pepper,2008,249332,59,Rabi       ,26.64
24288,1457,Dry chillies,2008,249332,59,Rabi       ,26.21
24289,511,Ginger,2008,24325,59,Rabi       ,26.64
24290,105,Gram,2008,24325,59,Rabi       ,26.21
24291,589,Linseed,2008,60877,59,Rabi       ,26.64
24292,1260,Masoor,2008,60877,59,Rabi       ,26.21
24293,1013,Moong(Green Gram),2009,54742,59,Rabi       ,26.9
24294,2062,Peas & beans (Pulses),2009,54742,59,Rabi       ,26.71
24295,933,Pineapple,2009,251423,59,Rabi       ,26.9
24296,14462,Rapeseed &Mustard,2009,251423,59,Rabi       ,26.71
24297,465,Sweet potato,2009,26312,59,Rabi       ,26.9
24298,2783,Urad,2009,26312,59,Rabi       ,26.71
24299,2765,Wheat,2009,58833,59,Rabi       ,26.9
24300,44319,Paddy,2009,58833,59,Summer     ,26.71
24301,44319,Rice,2010,53096,59,Summer     ,27.3
24302,2901,Banana,2010,53096,59,Whole Year ,27.37
24303,3345,Coconut ,2010,260575,59,Whole Year ,27.3
24304,768,Onion,2010,260575,59,Whole Year ,27.37
24305,5967,Potato,2010,25974,59,Whole Year ,27.3
24306,6124,Sugarcane,2010,25974,59,Whole Year ,27.37
24307,1982,Turmeric,2010,61474,59,Whole Year ,27.3
24308,140244,Paddy,2010,61474,59,Winter     ,27.37
24309,140244,Rice,2011,59958,59,Winter     ,26.57
24310,11711,Paddy,2011,59958,59,Autumn     ,26.4
24311,11711,Rice,2011,248330,59,Autumn     ,26.57
24312,560,Arhar/Tur,2011,248330,59,Kharif     ,26.4
24313,20,Castor seed,2011,26372,59,Kharif     ,26.57
24314,14,Cotton(lint),2011,26372,59,Kharif     ,26.4
24315,9771,Jute,2011,61429,59,Kharif     ,26.57
24316,593,Maize,2011,61429,59,Kharif     ,26.4
24317,141,Mesta,2012,60135,59,Kharif     ,27.02
24318,443,Niger seed,2012,60135,59,Kharif     ,26.83
24319,51,Orange,2012,253233,59,Kharif     ,27.02
24320,762,Papaya,2012,253233,59,Kharif     ,26.83
24321,1075,Sesamum,2012,26056,59,Kharif     ,27.02
24322,619,Small millets,2012,26056,59,Kharif     ,26.83
24323,95,Tapioca,2012,59254,59,Kharif     ,27.02
24324,6,Tobacco,2012,59254,59,Kharif     ,26.83
24325,282,Black pepper,2013,61024,59,Rabi       ,27.57
24326,1453,Dry chillies,2013,61024,59,Rabi       ,27.78
24327,451,Ginger,2013,256547,59,Rabi       ,27.57
24328,103,Gram,2013,256547,59,Rabi       ,27.78
24329,511,Linseed,2013,26199,59,Rabi       ,27.57
24330,1012,Masoor,2013,26199,59,Rabi       ,27.78
24331,903,Moong(Green Gram),2013,64333,59,Rabi       ,27.57
24332,1888,Peas & beans (Pulses),2013,64333,59,Rabi       ,27.78
24333,341,Pineapple,1990,35159,686,Rabi       ,25.13
24334,14882,Rapeseed &Mustard,1990,11411,686,Rabi       ,25.13
24335,502,Sweet potato,1990,145518,686,Rabi       ,25.13
24336,2904,Urad,1990,24825,686,Rabi       ,25.13
24337,2047,Wheat,1990,9101,686,Rabi       ,25.13
24338,43088,Paddy,1990,57380,686,Summer     ,25.13
24339,43088,Rice,1991,24752,686,Summer     ,25
24340,3001,Banana,1991,11324,686,Whole Year ,25
24341,816,Onion,1991,168760,686,Whole Year ,25
24342,6238,Potato,1991,23497,686,Whole Year ,25
24343,6072,Sugarcane,1991,7838,686,Whole Year ,25
24344,1910,Turmeric,1991,50951,686,Whole Year ,25
24345,146934,Paddy,1992,21496,686,Winter     ,25.09
24346,146934,Rice,1992,10907,686,Winter     ,25.09
24347,41500,Rice,1992,165247,686,Autumn     ,25.09
24348,325,Arhar/Tur,1992,24065,686,Kharif     ,25.09
24349,18,Cotton(lint),1992,8884,686,Kharif     ,25.09
24350,1890,Jute,1992,54350,686,Kharif     ,25.09
24351,350,Maize,1993,27673,686,Kharif     ,24.99
24352,150,Mesta,1993,12694,686,Kharif     ,24.99
24353,130,Small millets,1993,159492,686,Kharif     ,24.99
24354,225,Sugarcane,1993,24809,686,Kharif     ,24.99
24355,30,Gram,1993,7841,686,Rabi       ,24.99
24356,1450,Linseed,1993,60372,686,Rabi       ,24.99
24357,6425,Other  Rabi pulses,1994,24925,686,Rabi       ,24.94
24358,11500,Rapeseed &Mustard,1994,10133,686,Rabi       ,24.94
24359,4000,Wheat,1994,154545,686,Rabi       ,24.94
24360,1280,Rice,1994,20869,686,Summer     ,24.94
24361,3980,Arecanut,1994,8672,686,Whole Year ,24.94
24362,2000,Coconut ,1994,85778,686,Whole Year ,24.94
24363,710,Dry chillies,1995,31801,686,Whole Year ,25.33
24364,2260,Niger seed,1995,10881,686,Whole Year ,25.33
24365,300,Onion,1995,213833,686,Whole Year ,25.33
24366,3800,Potato,1995,22497,686,Whole Year ,25.33
24367,700,Sesamum,1995,8579,686,Whole Year ,25.33
24368,200,Sweet potato,1995,69468,686,Whole Year ,25.33
24369,315,Tapioca,1996,26397,686,Whole Year ,25.49
24370,600,Turmeric,1996,10438,686,Whole Year ,25.49
24371,105000,Rice,1996,200000,686,Winter     ,25.49
24372,41282,Rice,1996,20157,686,Autumn     ,25.49
24373,310,Arhar/Tur,1996,8948,686,Kharif     ,25.49
24374,50,Castor seed,1996,56359,686,Kharif     ,25.49
24375,18,Cotton(lint),1997,23356,686,Kharif     ,25.87
24376,1800,Jute,1997,12911,686,Kharif     ,25.87
24377,535,Maize,1997,187500,686,Kharif     ,25.87
24378,180,Mesta,1997,23254,686,Kharif     ,25.87
24379,1550,Niger seed,1997,7658,686,Kharif     ,25.87
24380,750,Sesamum,1997,41773,686,Kharif     ,25.87
24381,120,Small millets,1998,49527,686,Kharif     ,26.03
24382,40,Gram,1998,8255,686,Rabi       ,26.03
24383,1500,Linseed,1998,162731,686,Rabi       ,26.03
24384,6804,Other  Rabi pulses,1998,27204,686,Rabi       ,26.03
24385,11200,Rapeseed &Mustard,1998,5927,686,Rabi       ,26.03
24386,4000,Wheat,1998,73470,686,Rabi       ,26.03
24387,3000,Rice,1999,51000,686,Summer     ,24.93
24388,3990,Arecanut,1999,9388,686,Whole Year ,24.93
24389,2000,Banana,1999,157460,686,Whole Year ,24.93
24390,2002,Coconut ,1999,28000,686,Whole Year ,24.93
24391,700,Dry chillies,1999,6405,686,Whole Year ,24.93
24392,530,Onion,1999,87926,686,Whole Year ,24.93
24393,4100,Potato,2000,48883,686,Whole Year ,25.26
24394,225,Sugarcane,2000,11114,686,Whole Year ,25.26
24395,147,Sweet potato,2000,111628,686,Whole Year ,25.26
24396,305,Tapioca,2000,23454,686,Whole Year ,25.26
24397,150,Tobacco,2000,8691,686,Whole Year ,25.26
24398,600,Turmeric,2000,100092,686,Whole Year ,25.26
24399,99200,Rice,2001,49613,686,Winter     ,25.79
24400,36770,Rice,2001,12279,686,Autumn     ,25.79
24401,304,Arhar/Tur,2001,157460,686,Kharif     ,25.79
24402,50,Castor seed,2001,23729,686,Kharif     ,25.79
24403,19,Cotton(lint),2001,8565,686,Kharif     ,25.79
24404,1750,Jute,2001,107470,686,Kharif     ,25.79
24405,399,Maize,2002,49963,686,Kharif     ,25.4
24406,302,Mesta,2002,7434,686,Kharif     ,25.4
24407,1650,Niger seed,2002,258305,686,Kharif     ,25.4
24408,750,Sesamum,2002,22676,686,Kharif     ,25.4
24409,130,Small millets,2002,5854,686,Kharif     ,25.4
24410,50,Gram,2002,107470,686,Rabi       ,25.4
24411,1800,Linseed,2004,67374,686,Rabi       ,25.38
24412,6940,Other  Rabi pulses,2004,27194,686,Rabi       ,25.38
24413,11660,Rapeseed &Mustard,2004,149835,686,Rabi       ,25.38
24414,4125,Wheat,2004,24758,686,Rabi       ,25.38
24415,3075,Rice,2004,7754,686,Summer     ,25.38
24416,3990,Arecanut,2004,250094,686,Whole Year ,25.38
24417,2000,Banana,2005,108083,686,Whole Year ,25.78
24418,2002,Coconut ,2005,27961,686,Whole Year ,25.78
24419,740,Dry chillies,2005,136536,686,Whole Year ,25.78
24420,350,Onion,2005,28542,686,Whole Year ,25.78
24421,4270,Potato,2005,9652,686,Whole Year ,25.78
24422,207,Sugarcane,2005,250081,686,Whole Year ,25.78
24423,120,Sweet potato,2006,61673,686,Whole Year ,25.32
24424,310,Tapioca,2006,13919,686,Whole Year ,25.32
24425,150,Tobacco,2006,200382,686,Whole Year ,25.32
24426,660,Turmeric,2006,22401,686,Whole Year ,25.32
24427,106972,Rice,2006,7607,686,Winter     ,25.32
24428,33000,Rice,2006,250252,686,Autumn     ,25.32
24429,304,Arhar/Tur,2007,50338,686,Kharif     ,25.34
24430,50,Castor seed,2007,11008,686,Kharif     ,25.34
24431,19,Cotton(lint),2007,200000,686,Kharif     ,25.34
24432,1340,Jute,2007,24078,686,Kharif     ,25.34
24433,399,Maize,2007,6459,686,Kharif     ,25.34
24434,150,Mesta,2007,253333,686,Kharif     ,25.34
24435,1585,Niger seed,2008,81345,686,Kharif     ,25.5
24436,675,Sesamum,2008,18351,686,Kharif     ,25.5
24437,125,Small millets,2008,113000,686,Kharif     ,25.5
24438,40,Gram,2008,32572,686,Rabi       ,25.5
24439,1850,Linseed,2008,10089,686,Rabi       ,25.5
24440,7037,Other  Rabi pulses,2008,250000,686,Rabi       ,25.5
24441,10950,Rapeseed &Mustard,2009,81909,686,Rabi       ,25.01
24442,3950,Wheat,2009,16300,686,Rabi       ,25.01
24443,15115,Rice,2009,200000,686,Summer     ,25.01
24444,3998,Arecanut,2009,36022,686,Whole Year ,25.01
24445,1900,Banana,2009,9357,686,Whole Year ,25.01
24446,2200,Coconut ,2009,400000,686,Whole Year ,25.01
24447,700,Dry chillies,2010,71902,686,Whole Year ,26.1
24448,345,Onion,2010,15384,686,Whole Year ,26.1
24449,3900,Potato,2010,200000,686,Whole Year ,26.1
24450,210,Sugarcane,2010,41033,686,Whole Year ,26.1
24451,120,Sweet potato,2010,9331,686,Whole Year ,26.1
24452,310,Tapioca,2010,333333,686,Whole Year ,26.1
24453,145,Tobacco,2011,74922,686,Whole Year ,25.41
24454,670,Turmeric,2011,11331,686,Whole Year ,25.41
24455,106972,Rice,2011,215517,686,Winter     ,25.41
24456,31500,Rice,2011,37171,686,Autumn     ,25.41
24457,295,Arhar/Tur,2011,6389,686,Kharif     ,25.41
24458,50,Castor seed,2011,263979,686,Kharif     ,25.41
24459,18,Cotton(lint),2012,80283,686,Kharif     ,25.47
24460,1315,Jute,2012,15465,686,Kharif     ,25.47
24461,399,Maize,2012,267857,686,Kharif     ,25.47
24462,145,Mesta,2012,39892,686,Kharif     ,25.47
24463,1580,Niger seed,2012,9602,686,Kharif     ,25.47
24464,670,Sesamum,2012,288175,686,Kharif     ,25.47
24465,125,Small millets,2013,69978,686,Kharif     ,24.7
24466,45,Gram,2013,14428,686,Rabi       ,24.7
24467,1850,Linseed,2013,225885,686,Rabi       ,24.7
24468,2940,Masoor,2013,40181,686,Rabi       ,24.7
24469,340,Moong(Green Gram),2013,8458,686,Rabi       ,24.7
24470,7235,Other  Rabi pulses,2013,352871,686,Rabi       ,24.7
24471,2800,Peas & beans (Pulses),1992,28150,1162,Rabi       ,10.78
24472,10850,Rapeseed &Mustard,1992,121000,1162,Rabi       ,10.78
24473,805,Urad,1992,20000,1162,Rabi       ,10.78
24474,3975,Wheat,1992,41937,1162,Rabi       ,10.78
24475,15175,Rice,1993,40210,1162,Summer     ,10.19
24476,3998,Arecanut,1993,125740,1162,Whole Year ,10.19
24477,2000,Banana,1993,13571,1162,Whole Year ,10.19
24478,2200,Coconut ,1993,38430,1162,Whole Year ,10.19
24479,700,Dry chillies,1994,63200,1162,Whole Year ,11.33
24480,340,Onion,1994,172680,1162,Whole Year ,11.33
24481,3800,Potato,1994,11000,1162,Whole Year ,11.33
24482,200,Sugarcane,1994,43300,1162,Whole Year ,11.33
24483,120,Sweet potato,1995,63380,1162,Whole Year ,10.14
24484,300,Tapioca,1995,189910,1162,Whole Year ,10.14
24485,140,Tobacco,1995,27857,1162,Whole Year ,10.14
24486,680,Turmeric,1995,42300,1162,Whole Year ,10.14
24487,110000,Rice,1996,63000,1162,Winter     ,9.24
24488,21800,Rice,1996,193000,1162,Autumn     ,9.24
24489,300,Arhar/Tur,1996,27500,1162,Kharif     ,9.24
24490,48,Castor seed,1996,39000,1162,Kharif     ,9.24
24491,18,Cotton(lint),1997,74811,1162,Kharif     ,10.18
24492,1310,Jute,1997,204781,1162,Kharif     ,10.18
24493,350,Maize,1997,25000,1162,Kharif     ,10.18
24494,145,Mesta,1997,41557,1162,Kharif     ,10.18
24495,1480,Niger seed,1998,73139,1162,Kharif     ,10.42
24496,650,Sesamum,1998,212682,1162,Kharif     ,10.42
24497,125,Small millets,1998,22500,1162,Kharif     ,10.42
24498,42,Gram,1998,48279,1162,Rabi       ,10.42
24499,1850,Linseed,1999,69368,1162,Rabi       ,10.51
24500,2900,Masoor,1999,197257,1162,Rabi       ,10.51
24501,330,Moong(Green Gram),1999,25357,1162,Rabi       ,10.51
24502,6755,Other  Rabi pulses,1999,37087,1162,Rabi       ,10.51
24503,2400,Peas & beans (Pulses),2000,58821,1162,Rabi       ,11.45
24504,10700,Rapeseed &Mustard,2000,207950,1162,Rabi       ,11.45
24505,810,Urad,2000,24643,1162,Rabi       ,11.45
24506,3940,Wheat,2000,42492,1162,Rabi       ,11.45
24507,13815,Rice,2001,54139,1162,Summer     ,10.74
24508,3950,Arecanut,2001,190468,1162,Whole Year ,10.74
24509,2000,Banana,2001,27368,1162,Whole Year ,10.74
24510,2110,Coconut ,2001,46036,1162,Whole Year ,10.74
24511,710,Dry chillies,2002,81574,1162,Whole Year ,11.18
24512,350,Onion,2002,233322,1162,Whole Year ,11.18
24513,15,Orange,2002,24030,1162,Whole Year ,11.18
24514,300,Papaya,2002,48943,1162,Whole Year ,11.18
24515,300,Pineapple,2004,77750,1162,Whole Year ,10.06
24516,3790,Potato,2004,250951,1162,Whole Year ,10.06
24517,185,Sugarcane,2004,28974,1162,Whole Year ,10.06
24518,110,Sweet potato,2004,45339,1162,Whole Year ,10.06
24519,295,Tapioca,2005,82883,1162,Whole Year ,9.62
24520,130,Tobacco,2005,229486,1162,Whole Year ,9.62
24521,730,Turmeric,2005,19360,1162,Whole Year ,9.62
24522,109990,Rice,2005,47005,1162,Winter     ,9.62
24523,20500,Rice,2006,69305,1162,Autumn     ,10.56
24524,190,Arhar/Tur,2006,181312,1162,Kharif     ,10.56
24525,45,Castor seed,2006,23319,1162,Kharif     ,10.56
24526,18,Cotton(lint),2006,41907,1162,Kharif     ,10.56
24527,1300,Jute,2007,75358,1162,Kharif     ,11.31
24528,340,Maize,2007,228469,1162,Kharif     ,11.31
24529,145,Mesta,2007,27619,1162,Kharif     ,11.31
24530,1480,Niger seed,2007,41616,1162,Kharif     ,11.31
24531,650,Sesamum,2008,73207,1162,Kharif     ,11.09
24532,125,Small millets,2008,226607,1162,Kharif     ,11.09
24533,45,Gram,2008,27959,1162,Rabi       ,11.09
24534,1815,Linseed,2008,45265,1162,Rabi       ,11.09
24535,2900,Masoor,2009,78371,1162,Rabi       ,11.06
24536,335,Moong(Green Gram),2009,247725,1162,Rabi       ,11.06
24537,320,other misc. pulses,2009,29242,1162,Rabi       ,11.06
24538,2420,Peas & beans (Pulses),2009,39643,1162,Rabi       ,11.06
24539,11210,Rapeseed &Mustard,2010,85394,1162,Rabi       ,10
24540,810,Urad,2010,245353,1162,Rabi       ,10
24541,4100,Wheat,2010,26606,1162,Rabi       ,10
24542,17100,Rice,2010,48044,1162,Summer     ,10
24543,3945,Arecanut,2011,86856,1162,Whole Year ,11.02
24544,2000,Banana,2011,264228,1162,Whole Year ,11.02
24545,2050,Coconut ,2011,27290,1162,Whole Year ,11.02
24546,700,Dry chillies,2011,51770,1162,Whole Year ,11.02
24547,340,Onion,2012,70816,1162,Whole Year ,11.12
24548,27,Orange,2012,234061,1162,Whole Year ,11.12
24549,310,Papaya,2012,24500,1162,Whole Year ,11.12
24550,300,Pineapple,2012,54376,1162,Whole Year ,11.12
24551,4050,Potato,2013,54145,1162,Whole Year ,11.58
24552,180,Sugarcane,2013,187950,1162,Whole Year ,11.58
24553,110,Sweet potato,2013,16655,1162,Whole Year ,11.58
24554,270,Tapioca,2013,43528,1162,Whole Year ,11.58
24555,12,Tobacco,1990,22051,495,Whole Year ,20.56
24556,640,Turmeric,1990,22051,495,Whole Year ,15.56
24557,110000,Rice,1990,22051,495,Winter     ,18.91
24558,20500,Rice,1990,22051,495,Autumn     ,15.56
24559,320,Arhar/Tur,1990,200263,495,Kharif     ,20.56
24560,43,Castor seed,1990,200263,495,Kharif     ,15.56
24561,18,Cotton(lint),1990,200263,495,Kharif     ,18.91
24562,1260,Jute,1990,200263,495,Kharif     ,15.56
24563,140,Mesta,1990,18976,495,Kharif     ,20.56
24564,1500,Niger seed,1990,18976,495,Kharif     ,15.56
24565,645,Sesamum,1990,18976,495,Kharif     ,18.91
24566,130,Small millets,1990,18976,495,Kharif     ,15.56
24567,43,Gram,1990,17398,495,Rabi       ,20.56
24568,1790,Linseed,1990,17398,495,Rabi       ,15.56
24569,2950,Masoor,1990,17398,495,Rabi       ,18.91
24570,340,Moong(Green Gram),1990,17398,495,Rabi       ,15.56
24571,6883,Other  Rabi pulses,1990,19377,495,Rabi       ,20.56
24572,2460,Peas & beans (Pulses),1990,19377,495,Rabi       ,15.56
24573,11270,Rapeseed &Mustard,1990,19377,495,Rabi       ,18.91
24574,815,Urad,1990,19377,495,Rabi       ,15.56
24575,4080,Wheat,1990,35872,495,Rabi       ,20.56
24576,17900,Rice,1990,35872,495,Summer     ,15.56
24577,2045,Coconut ,1990,35872,495,Whole Year ,18.91
24578,685,Dry chillies,1990,35872,495,Whole Year ,15.56
24579,345,Onion,1990,10934,495,Whole Year ,20.56
24580,4120,Potato,1990,10934,495,Whole Year ,15.56
